0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.871314	0.671152	2.1509	3.94988	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
0.922458	0.676713	2.77931	3.59825	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.18093	0.289143	5.64192	1.37138	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.54694	0.425647	5.86415	1.23714	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.75449	0.351398	5.53825	0.87908	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.07502	0.426204	5.61896	0.877707	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.30781	0.41713	5.32193	0.647543	1.96701	0.557116	2.41954	0.606284	5.19573	0.0502389
2.58835	0.476549	5.34227	0.739471	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.87757	0.440267	5.3133	0.384506	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.11299	0.49114	5.25884	0.53977	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.4153	0.392184	5.28415	0.0146049	3.56096	0.485311	3.45825	0.622686	5.18963	0.11818
3.72079	0.373008	5.3546	-0.080173	3.89365	0.311793	3.71772	0.629131	5.18754	0.139576
4.00727	0.362108	5.42396	-0.107363	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.28013	0.404177	5.42593	0.0610017	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.54149	0.394137	5.29416	0.00740107	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.72216	0.521749	5.14652	0.4489	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.97824	0.486706	5.01267	0.245842	5.20902	0.66599	5.01316	0.679804	5.1727	0.272649
5.27541	0.533917	5.0904	0.353205	5.51893	0.648233	5.27175	0.694234	5.16867	0.304413
5.54023	0.509569	5.24374	0.229345	5.22835	0.639362	5.53013	0.710295	5.16422	0.337868
5.83635	0.569945	5.29839	0.379201	6.022	0.708619	5.78828	0.728071	5.15932	0.372999
6.07843	0.482482	5.10658	0.0357917	5.89392	0.373584	6.04618	0.747646	5.15393	0.409793
6.32928	0.619225	5.08376	0.450369	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.58284	0.618074	5.04696	0.374649	6.62134	0.836138	6.56111	0.792523	5.14157	0.488305
6.82546	0.660982	5.02677	0.448431	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.06956	0.616998	4.86425	0.235246	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.27937	0.734683	4.79234	0.55229	7.13735	0.957217	7.3309	0.875372	5.1185	0.618123
7.58265	0.719701	5.14887	0.442816	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.83479	0.735044	5.14007	0.423571	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.08536	0.724559	4.96943	0.316669	8.40453	0.884557	8.0968	0.978758	5.08907	0.761915
8.3182	0.775025	4.93761	0.418265	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.59504	0.839187	5.22865	0.562877	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.83545	0.930775	5.1845	0.746339	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.13054	0.944204	5.24046	0.672577	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.36893	1.00506	5.19452	0.752208	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.65295	1.05557	5.25295	0.787967	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.9302	1.2158	5.26521	1.12578	10.0484	1.44598	9.86254	1.31118	4.98922	1.14793
10.1783	1.27616	5.0163	1.11036	10.5377	1.72555	10.1116	1.37011	4.97074	1.2084
10.3968	1.38125	4.95047	1.25242	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6296	1.43088	4.72548	1.1895	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8447	1.48025	4.68844	1.16437	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1189	1.50293	4.88935	1.07735	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.3986	1.57155	4.95142	1.11322	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.6327	1.59427	4.86334	1.01356	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8569	1.68485	4.82272	1.12535	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.1202	1.75107	4.99117	1.16915	12.136	2.14937	12.0648	1.95639	4.77598	1.73273
12.3628	1.80136	4.97958	1.14776	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.6249	1.83355	5.09413	1.08952	12.5457	1.77728	12.5394	2.13677	4.71258	1.87338
12.8229	2.00397	4.97351	1.4121	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.0964	2.09539	5.13022	1.48476	13.2198	2.66441	13.0075	2.33136	4.64258	2.01701
13.3008	2.26736	5.01929	1.75648	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.4784	2.37865	4.61339	1.78334	12.7087	3.12439	13.4682	2.54047	4.56564	2.16317
13.7246	2.52212	4.63209	1.92742	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.9484	2.6064	4.58346	1.88852	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.1736	2.79024	4.55862	2.1291	14.2105	2.94205	14.1439	2.88179	4.43656	2.38601
14.4299	2.8836	4.74158	2.11559	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.6356	2.96727	4.68848	2.06184	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.8725	3.10325	4.74114	2.16237	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.0819	3.32657	4.66592	2.47426	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.2973	3.46143	4.46461	2.46839	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.5092	3.67698	4.42266	2.715	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.726	3.77727	4.3687	2.60673	15.7234	3.4105	15.6356	3.80957	4.06678	2.91315
15.9453	3.94108	4.36215	2.695	15.9774	4.00094	15.8375	3.95718	4.00571	2.98817
16.1484	4.05992	4.1561	2.6075	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.3379	4.28764	4.09743	2.86762	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
16.5562	4.42127	4.13117	2.84038	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
16.7283	4.61396	4.05344	2.98048	16.6039	4.67344	16.613	4.5849	3.74	3.28438
16.8924	4.74839	3.68751	2.8628	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
17.0427	5.01647	3.58982	3.19692	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
17.2239	5.14207	3.55776	3.09166	17.3421	4.64623	17.1578	5.09409	3.51797	3.50008
17.3725	5.35582	3.48573	3.25226	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
17.5415	5.47386	3.40358	3.1079	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
17.7254	5.62261	3.43153	3.0875	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
17.8836	5.7698	3.27757	3.0281	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
18.0447	6.00826	3.24617	3.25437	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
18.2067	6.18164	3.22533	3.27651	18.1245	6.79027	18.1403	6.20641	3.01542	3.90462
18.3169	6.47366	3.08896	3.61979	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
18.4601	6.65104	2.97479	3.57804	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
18.6015	6.8092	2.96758	3.52659	18.5422	6.76013	18.572	6.80638	2.7356	4.08866
18.7615	6.98786	3.02251	3.54249	18.8089	7.24388	18.7064	7.01237	2.63826	4.14672
18.9553	7.15367	3.10812	3.50255	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
19.059	7.305	2.79166	3.36596	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
19.1312	7.63305	2.60885	3.79177	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
19.2633	7.80869	2.59713	3.74686	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
19.3312	8.06598	2.45291	3.94143	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
19.4387	8.25012	2.42716	3.9122	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
19.5297	8.41404	2.37972	3.84058	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
19.6357	8.58213	2.2456	3.73004	19.6843	8.35902	19.5967	8.75494	1.7919	4.53956
19.7885	8.78984	2.31691	3.77189	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
19.8776	8.97245	2.11382	3.69371	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
19.9912	9.24955	2.09515	3.92378	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
20.0541	9.42788	1.81649	3.79291	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
20.1204	9.71994	1.7296	4.05658	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
20.1861	9.95866	1.68594	4.16017	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
20.2198	10.2832	1.54059	4.46567	20.166	10.4687	20.0817	10.3863	0.968259	4.75666
20.2495	10.4832	1.24281	4.30861	19.6774	10.803	20.1271	10.6247	0.845742	4.77651
20.2937	10.8019	1.16513	4.56937	20.3711	11.0109	20.1663	10.864	0.722256	4.7934
20.324	11.0492	1.04028	4.59186	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
20.3561	11.3088	0.987737	4.672	20.3164	11.3483	20.2261	11.3449	0.472738	4.81806
20.323	11.5109	0.486899	4.41886	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
20.3844	11.7761	0.54309	4.51465	20.6141	11.9421	20.2608	11.8275	0.22044	4.83027
20.4093	12.0012	0.628407	4.56842	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
20.3868	12.3319	0.474366	4.83484	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
